Município,Estado,Administração pública direta,Sociedade de economia mista com administração pública,Empresa privada,Empresa pública,Organização social,POPULAÇÃO ESTIMADA,sabesp,cedae,copasa,sanepar,corsan,embasa,compesa,saneago,caesb,cagece,brk,Reclamacoes a cada 1000 habitantes,Extravasamentos de esgotos registrados a cada 1000 habitantes,Quantidade de interrupções sistemáticas a cada 1000 habitantes,Quantidade de serviços executados a cada 1000 habitantes,QD011 - Quantidades de extravasamentos de esgotos registrados,QD021 - Quantidade de interrupções sistemáticas,QD023 - Quantidade de reclamações ou solicitações de serviços,QD024 - Quantidade de serviços executados
Pereira Barreto,SP,1,0,0,0,0,"25669,0",0,0,0,0,0,0,0,0,0,0,0,"254,1197553469165",,,"254,1197553469165",,,"6523,0","6523,0"
Pereiras,SP,0,1,0,1,0,"8668,0",1,0,0,0,0,0,0,0,0,0,0,"250,3461005999077",,"2,65343793262575","250,3461005999077",,"23,0","2170,0","2170,0"
Peruíbe,SP,0,1,0,0,0,"68284,0",1,0,0,0,0,0,0,0,0,0,0,"259,98769843594397","0,14644719114287388","0,4393415734286216","259,9144748403726","10,0","30,0","17753,0","17748,0"
Piacatu,SP,1,1,0,0,0,"5980,0",1,0,0,0,0,0,0,0,0,0,0,"274,5819397993311",,,"274,41471571906357",,,"1642,0","1641,0"
Piedade,SP,1,1,0,0,0,"55348,0",1,0,0,0,0,0,0,0,0,0,0,"76,85914576859146",,"0,0722700007227","76,84107826841078",,"4,0","4254,0","4253,0"
Pilar do Sul,SP,1,1,0,0,0,"29185,0",1,0,0,0,0,0,0,0,0,0,0,"128,28507795100222",,,"128,18228542059276",,,"3744,0","3741,0"
Pindamonhangaba,SP,1,1,0,0,0,"168328,0",1,0,0,0,0,0,0,0,0,0,0,"195,45767786702154",,"0,017822346846632763","195,4517370847393",,"3,0","32901,0","32900,0"
Pinhalzinho,SP,1,1,0,0,0,"15207,0",1,0,0,0,0,0,0,0,0,0,0,"183,92845400144668","2,564608404024462",,"18,01801801801802","39,0",,"2797,0","274,0"
Piquerobi,SP,0,1,0,0,0,"3692,0",1,0,0,0,0,0,0,0,0,0,0,"140,30335861321777",,,"140,30335861321777",,,"518,0","518,0"
Piquete,SP,1,0,1,0,0,"13657,0",0,0,0,0,0,0,0,0,0,0,0,"105,80654609357838",,"0,43933513948890673","105,80654609357838",,"6,0","1445,0","1445,0"
Piracaia,SP,1,1,0,0,0,"27303,0",1,0,0,0,0,0,0,0,0,0,0,"226,8615170494085","6,00666593414643",,"28,42178515181482","164,0",,"6194,0","776,0"
Piracicaba,SP,1,0,0,0,0,"404142,0",0,0,0,0,0,0,0,0,0,0,0,"621,3459625577149","0,01910714550826195",,"455,1444789207754","7,722",,"251112,0","183943,0"
Piraju,SP,1,1,0,0,0,"29806,0",1,0,0,0,0,0,0,0,0,0,0,"235,69080050996445",,"2,080118097027444","235,62369992618937",,"62,0","7025,0","7023,0"
Pirajuí,SP,1,0,0,0,0,"25492,0",0,0,0,0,0,0,0,0,0,0,0,"43,77844029499451","7,335634708928291",,"39,93409697159893","187,0",,"1116,0","1018,0"
Pirangi,SP,1,0,0,0,0,"11417,0",0,0,0,0,0,0,0,0,0,0,0,"121,92344749058422","0,7007094683366909","0,17517736708417272","114,47840938950688","8,0","2,0","1392,0","1307,0"
Pirapora do Bom Jesus,SP,0,1,0,0,0,"18895,0",1,0,0,0,0,0,0,0,0,0,0,"316,32707065361205","6,350886477904208",,"53,506218576342945","120,0",,"5977,0","1011,0"
Pirapozinho,SP,1,1,0,0,0,"27527,0",1,0,0,0,0,0,0,0,0,0,0,"264,72190939804557",,,"264,72190939804557",,,"7287,0","7287,0"
Pirassununga,SP,1,0,0,0,0,"76409,0",0,0,0,0,0,0,0,0,0,0,0,"46,57828266303707",,,"46,57828266303707",,,"3559,0","3559,0"
Piratininga,SP,1,1,0,0,0,"13636,0",1,0,0,0,0,0,0,0,0,0,0,"94,01584042241126",,,"94,01584042241126",,,"1282,0","1282,0"
Planalto,SP,1,1,0,0,0,"5237,0",1,0,0,0,0,0,0,0,0,0,0,"98,14779453885812",,,"97,95684552224557",,,"514,0","513,0"
Platina,SP,1,1,0,0,0,"3550,0",1,0,0,0,0,0,0,0,0,0,0,"413,80281690140845",,,"413,80281690140845",,,"1469,0","1469,0"
Poá,SP,1,1,0,0,0,"117452,0",1,0,0,0,0,0,0,0,0,0,0,"167,84729080815993","0,01118754895616933",,"29,19490515274325","1,314",,"19714,0","3429,0"
Poloni,SP,0,1,0,0,0,"6059,0",1,0,0,0,0,0,0,0,0,0,0,"259,4487539197887",,,"259,4487539197887",,,"1572,0","1572,0"
Pompéia,SP,0,0,0,0,0,"22014,0",0,0,0,0,0,0,0,0,0,0,0,"115,83537748705369","0,045425638230217134",,"115,83537748705369","1,0",,"2550,0","2550,0"
Pongaí,SP,1,1,0,0,0,"3416,0",1,0,0,0,0,0,0,0,0,0,0,"125,87822014051523",,,"125,2927400468384",,,"430,0","428,0"
Pontalinda,SP,1,1,0,0,0,"4628,0",1,0,0,0,0,0,0,0,0,0,0,"213,6992221261884",,,"213,6992221261884",,,"989,0","989,0"
Pontes Gestal,SP,0,1,0,0,0,"2577,0",1,0,0,0,0,0,0,0,0,0,0,"97,01202949165696",,,"96,62398137369034",,,"250,0","249,0"
Populina,SP,0,1,0,0,0,"4169,0",1,0,0,0,0,0,0,0,0,0,0,"361,23770688414487",,"0,23986567522187574","361,23770688414487",,"1,0","1506,0","1506,0"
Porangaba,SP,1,1,0,0,0,"9925,0",1,0,0,0,0,0,0,0,0,0,0,"174,30730478589422",,"0,6045340050377833","174,30730478589422",,"6,0","1730,0","1730,0"
Porto Feliz,SP,1,0,0,0,0,"53098,0",0,0,0,0,0,0,0,0,0,0,0,"0,809823345512072","9,228219518625936","0,05649930317526084","0,809823345512072","490,0","3,0","43,0","43,0"
Porto Ferreira,SP,1,0,1,0,0,"56150,0",0,0,0,0,0,0,0,0,0,0,1,"1215,672306322351","0,28495102404274264",,"1215,672306322351","16,0",,"68260,0","68260,0"
Pracinha,SP,1,1,0,0,0,"4093,0",1,0,0,0,0,0,0,0,0,0,0,"153,4326899584657",,,"153,4326899584657",,,"628,0","628,0"
Praia Grande,SP,1,1,0,0,0,"325073,0",1,0,0,0,0,0,0,0,0,0,0,"94,79101617175219","0,003076232107865003","0,04614348161797504","94,77871124332073","1,0","15,0","30814,0","30810,0"
Pratânia,SP,1,1,0,0,0,"5261,0",1,0,0,0,0,0,0,0,0,0,0,"126,97205854400303",,,"126,78198061205096",,,"668,0","667,0"
Presidente Alves,SP,1,1,0,0,0,"4094,0",1,0,0,0,0,0,0,0,0,0,0,"146,55593551538837",,,"146,55593551538837",,,"600,0","600,0"
Presidente Bernardes,SP,1,1,0,0,0,"13106,0",1,0,0,0,0,0,0,0,0,0,0,"147,56600030520372",,,"147,413398443461",,,"1934,0","1932,0"
Presidente Epitácio,SP,1,1,0,0,0,"44200,0",1,0,0,0,0,0,0,0,0,0,0,"230,2941176470588",,,"230,24886877828055",,,"10179,0","10177,0"
Presidente Prudente,SP,0,1,0,0,0,"228743,0",1,0,0,0,0,0,0,0,0,0,0,"201,22582986146023",,"0,008743436957633676","201,22145814298142",,"2,0","46029,0","46028,0"
Presidente Venceslau,SP,1,0,0,0,0,"39516,0",0,0,0,0,0,0,0,0,0,0,0,"0,6073489219556636","0,1518372304889159","1,2146978439113272","0,6073489219556636","6,0","48,0","24,0","24,0"
Promissão,SP,1,0,0,0,0,"40432,0",0,0,0,0,0,0,0,0,0,0,0,"168,75247328848437","0,0741986545310645","0,024732884843688168","153,46755045508507","3,0","1,0","6823,0","6205,0"
Quadra,SP,1,1,0,0,0,"3804,0",1,0,0,0,0,0,0,0,0,0,0,"55,99369085173502",,,"55,73080967402734",,,"213,0","212,0"
Quatá,SP,1,1,0,0,0,"14109,0",1,0,0,0,0,0,0,0,0,0,0,"200,22680558508753",,,"200,15592883974767",,,"2825,0","2824,0"
Queiroz,SP,0,1,0,0,0,"3406,0",1,0,0,0,0,0,0,0,0,0,0,"336,7586611861421",,,"336,7586611861421",,,"1147,0","1147,0"
Queluz,SP,1,1,0,0,0,"13420,0",1,0,0,0,0,0,0,0,0,0,0,"149,03129657228018",,,"149,03129657228018",,,"2000,0","2000,0"
Quintana,SP,1,1,0,0,0,"6638,0",1,0,0,0,0,0,0,0,0,0,0,"150,49713769207594","0,15064778547755348",,"150,49713769207594","1,0",,"999,0","999,0"
Rafard,SP,1,0,0,0,0,"9076,0",0,0,0,0,0,0,0,0,0,0,0,"2,2036139268400174","0,22036139268400176","0,22036139268400176","2,2036139268400174","2,0","2,0","20,0","20,0"
Redenção da Serra,SP,1,1,0,0,0,"3851,0",1,0,0,0,0,0,0,0,0,0,0,"123,86393144637756",,,"123,86393144637756",,,"477,0","477,0"
Regente Feijó,SP,1,1,0,0,0,"20261,0",1,0,0,0,0,0,0,0,0,0,0,"231,03499333695277",,"0,04935590543408519","230,98563743151868",,"1,0","4681,0","4680,0"
Registro,SP,1,1,0,0,0,"56322,0",1,0,0,0,0,0,0,0,0,0,0,"140,01633464720715",,,"139,99857959589505",,,"7886,0","7885,0"
Restinga,SP,1,1,0,0,0,"7593,0",1,0,0,0,0,0,0,0,0,0,0,"103,5163966811537",,,"103,5163966811537",,,"786,0","786,0"
Ribeira,SP,1,1,0,0,0,"3340,0",1,0,0,0,0,0,0,0,0,0,0,"88,02395209580838",,,"88,02395209580838",,,"294,0","294,0"
Ribeirão Branco,SP,1,1,0,0,0,"16444,0",1,0,0,0,0,0,0,0,0,0,0,"174,1060569204573",,,"174,1060569204573",,,"2863,0","2863,0"
Ribeirão Corrente,SP,1,1,0,0,0,"4718,0",1,0,0,0,0,0,0,0,0,0,0,"71,2166172106825",,,"71,2166172106825",,,"336,0","336,0"
Ribeirão dos Índios,SP,0,1,0,0,0,"2225,0",1,0,0,0,0,0,0,0,0,0,0,"239,1011235955056",,,"238,65168539325842",,,"532,0","531,0"
Ribeirão do Sul,SP,0,1,0,0,0,"4541,0",1,0,0,0,0,0,0,0,0,0,0,"81,92028187623872",,,"81,92028187623872",,,"372,0","372,0"
Ribeirão Grande,SP,1,1,0,0,0,"7673,0",1,0,0,0,0,0,0,0,0,0,0,"125,89599895738304",,,"125,89599895738304",,,"966,0","966,0"
Ribeirão Pires,SP,1,1,0,0,0,"123393,0",1,0,0,0,0,0,0,0,0,0,0,"167,416304004279","5,729660515588405",,"27,27059071422204","707,0",,"20658,0","3365,0"
Ribeirão Preto,SP,1,0,0,0,0,"703293,0",0,0,0,0,0,0,0,0,0,0,0,"393,3609462912328","0,025891058207603374","0,0739378893291985","337,45252689846194","18,209","52,0","276648,0","237328,0"
Rifaina,SP,1,1,0,0,0,"3629,0",1,0,0,0,0,0,0,0,0,0,0,"214,10856985395426",,,"213,83301184899423",,,"777,0","776,0"
Rio Grande da Serra,SP,1,1,0,0,0,"50846,0",1,0,0,0,0,0,0,0,0,0,0,"84,96243558982023","5,034810997915273",,"20,63092475317626","256,0",,"4320,0","1049,0"
Riolândia,SP,1,1,0,0,0,"12518,0",1,0,0,0,0,0,0,0,0,0,0,"116,63204984821857",,,"116,39239495127018",,,"1460,0","1457,0"
Riversul,SP,1,1,0,0,0,"5524,0",1,0,0,0,0,0,0,0,0,0,0,"199,31209268645907",,,"198,76900796524257",,,"1101,0","1098,0"
Rosana,SP,1,1,0,0,0,"16643,0",1,0,0,0,0,0,0,0,0,0,0,"393,43868292976026",,,"393,3185122874482",,,"6548,0","6546,0"
Roseira,SP,1,1,0,0,0,"10712,0",1,0,0,0,0,0,0,0,0,0,0,"183,99925317401045",,,"183,99925317401045",,,"1971,0","1971,0"
Rubiácea,SP,1,1,0,0,0,"3128,0",1,0,0,0,0,0,0,0,0,0,0,"125,0",,,"124,68030690537084",,,"391,0","390,0"
Rubinéia,SP,1,1,0,0,0,"3148,0",1,0,0,0,0,0,0,0,0,0,0,"422,4904701397713",,,"421,53748411689963",,,"1330,0","1327,0"
Sagres,SP,1,1,0,0,0,"2432,0",1,0,0,0,0,0,0,0,0,0,0,"115,54276315789473",,,"115,54276315789473",,,"281,0","281,0"
Salesópolis,SP,1,1,0,0,0,"17139,0",1,0,0,0,0,0,0,0,0,0,0,"143,35725538246106","7,410000583464613",,"31,62378201762063","127,0",,"2457,0","542,0"
Salmourão,SP,1,1,0,0,0,"5300,0",1,0,0,0,0,0,0,0,0,0,0,"150,0",,,"150,0",,,"795,0","795,0"
Saltinho,SP,1,1,0,0,0,"8286,0",1,0,0,0,0,0,0,0,0,0,0,"179,09727250784454",,,"178,9765870142409",,,"1484,0","1483,0"
Salto,SP,1,0,1,0,0,"118663,0",0,0,0,0,0,0,0,0,0,0,0,"58,324835879760336",,,"58,324835879760336",,,"6921,0","6921,0"
Salto de Pirapora,SP,1,1,0,0,0,"45422,0",1,0,0,0,0,0,0,0,0,0,0,"162,47633305446698",,"0,04403152657302629","162,36625423803443",,"2,0","7380,0","7375,0"
Sandovalina,SP,0,1,0,0,0,"4302,0",1,0,0,0,0,0,0,0,0,0,0,"310,78568107856813",,,"310,78568107856813",,,"1337,0","1337,0"
Santa Adélia,SP,1,0,0,0,0,"15480,0",0,0,0,0,0,0,0,0,0,0,0,"24,677002583979327","0,6459948320413437","0,9689922480620154","24,677002583979327","10,0","15,0","382,0","382,0"
Santa Albertina,SP,1,1,0,0,0,"6008,0",1,0,0,0,0,0,0,0,0,0,0,"221,87083888149135",,,"221,87083888149135",,,"1333,0","1333,0"
Santa Branca,SP,1,1,0,0,0,"14788,0",1,0,0,0,0,0,0,0,0,0,0,"217,6764944549635",,,"217,6764944549635",,,"3219,0","3219,0"
Santa Cruz da Esperança,SP,1,1,0,0,0,"2139,0",1,0,0,0,0,0,0,0,0,0,0,"118,27956989247312",,,"118,27956989247312",,,"253,0","253,0"
Santa Cruz do Rio Pardo,SP,1,1,0,0,0,"47673,0",1,0,0,0,0,0,0,0,0,0,0,"215,30006502632517",,"0,02097623392696075","215,30006502632517",,"1,0","10264,0","10264,0"
Santa Ernestina,SP,1,1,0,0,0,"5599,0",1,0,0,0,0,0,0,0,0,0,0,"321,1287729951777",,,"321,1287729951777",,,"1798,0","1798,0"
Santa Fé do Sul,SP,1,0,0,0,0,"32322,0",0,0,0,0,0,0,0,0,0,0,0,"0,3712641544458883",,,"0,3712641544458883",,,"12,0","12,0"
Santa Gertrudes,SP,1,0,1,0,0,"26898,0",0,0,0,0,0,0,0,0,0,0,1,"884,3780206706818","3,9036359580637967",,"230,3516990110789","105,0",,"23788,0","6196,0"
Santa Isabel,SP,1,1,0,0,0,"57386,0",1,0,0,0,0,0,0,0,0,0,0,"138,57038302024884",,,"138,53553131425784",,,"7952,0","7950,0"
Santa Lúcia,SP,1,0,0,0,0,"8817,0",0,0,0,0,0,0,0,0,0,0,0,"260,8597028467733","34,02517863218782","0,5670863105364636","260,8597028467733","300,0","5,0","2300,0","2300,0"
Santa Maria da Serra,SP,1,1,0,0,0,"6173,0",1,0,0,0,0,0,0,0,0,0,0,"95,57751498461039","0,48598736432852746",,"95,57751498461039","3,0",,"590,0","590,0"
Santa Mercedes,SP,0,1,0,0,0,"2939,0",1,0,0,0,0,0,0,0,0,0,0,"242,93977543382104",,,"242,93977543382104",,,"714,0","714,0"
Santana da Ponte Pensa,SP,1,1,0,0,0,"1487,0",1,0,0,0,0,0,0,0,0,0,0,"86,75184936112979",,,"86,75184936112979",,,"129,0","129,0"
Santana de Parnaíba,SP,1,1,0,0,0,"139447,0",1,0,0,0,0,0,0,0,0,0,0,"159,72376601863073","1,8071381958737012",,"39,11880499401206","252,0",,"22273,0","5455,0"
Santa Rita do Passa Quatro,SP,1,0,1,0,0,"27557,0",0,0,0,0,0,0,0,0,0,0,0,"1319,6284065754617","16,039481801357187",,"1319,6284065754617","442,0",,"36365,0","36365,0"
Santa Rosa de Viterbo,SP,1,1,0,0,0,"26540,0",1,0,0,0,0,0,0,0,0,0,0,"173,70007535795025",,"0,03767897513187641","173,66239638281837",,"1,0","4610,0","4609,0"
Santa Salete,SP,0,1,0,0,0,"1545,0",1,0,0,0,0,0,0,0,0,0,0,"308,7378640776699",,,"308,7378640776699",,,"477,0","477,0"
Santo Anastácio,SP,1,1,0,0,0,"20878,0",1,0,0,0,0,0,0,0,0,0,0,"257,3522368042916",,,"257,3522368042916",,,"5373,0","5373,0"
Santo André,SP,0,1,0,0,0,"718773,0",1,0,0,0,0,0,0,0,0,0,0,"35,71363977222294","0,0020868897412674096",,"9,877944775332407","1,5",,"25670,0","7100,0"
Santo Antônio da Alegria,SP,1,0,0,0,0,"6929,0",0,0,0,0,0,0,0,0,0,0,0,"7,216048491845865","3,6080242459229326","2,8864193967383462","7,216048491845865","25,0","20,0","50,0","50,0"
Santo Antônio de Posse,SP,1,0,0,1,0,"23310,0",0,0,0,0,0,0,0,0,0,0,0,"50,62205062205062","1,287001287001287","0,0429000429000429","47,190047190047196","30,0","1,0","1180,0","1100,0"
Santo Antônio do Aracanguá,SP,1,0,0,0,0,"8420,0",0,0,0,0,0,0,0,0,0,0,0,"0,5938242280285035","0,1187648456057007","0,4750593824228028","0,4750593824228028","1,0","4,0","5,0","4,0"
Santo Antônio do Jardim,SP,0,1,0,0,0,"5954,0",1,0,0,0,0,0,0,0,0,0,0,"89,51965065502183",,,"89,51965065502183",,,"533,0","533,0"
Santo Antônio do Pinhal,SP,1,1,0,0,0,"6811,0",1,0,0,0,0,0,0,0,0,0,0,"196,5937454118338",,,"196,44692409337836",,,"1339,0","1338,0"
Santo Expedito,SP,1,1,0,0,0,"3111,0",1,0,0,0,0,0,0,0,0,0,0,"660,8807457409193",,"0,3214400514304082","660,8807457409193",,"1,0","2056,0","2056,0"
Santópolis do Aguapeí,SP,1,1,0,0,0,"4777,0",1,0,0,0,0,0,0,0,0,0,0,"198,86958342055684",,,"198,86958342055684",,,"950,0","950,0"
Santos,SP,1,1,0,0,0,"433311,0",1,0,0,0,0,0,0,0,0,0,0,"60,16925487698212",,"0,286168594842965","60,164639254484655",,"124,0","26072,0","26070,0"
São Bento do Sapucaí,SP,1,1,0,0,0,"10878,0",1,0,0,0,0,0,0,0,0,0,0,"239,10645339216768",,,"238,9225960654532",,,"2601,0","2599,0"
São Bernardo do Campo,SP,1,1,0,0,0,"838936,0",1,0,0,0,0,0,0,0,0,0,0,"166,4250908293362","0,008506012377583035",,"25,42267824959234","7,136",,"139620,0","21328,0"
São Caetano do Sul,SP,0,0,0,0,0,"161127,0",0,0,0,0,0,0,0,0,0,0,0,"58,109441620585",,,"58,109441620585",,,"9363,0","9363,0"
São Carlos,SP,1,0,0,0,0,"251983,0",0,0,0,0,0,0,0,0,0,0,0,"182,9290071155594","0,01256433965783406","0,019842608429933767","182,9290071155594","3,166","5,0","46095,0","46095,0"
São Francisco,SP,1,1,0,0,0,"2821,0",1,0,0,0,0,0,0,0,0,0,0,"236,44097837646225",,,"236,44097837646225",,,"667,0","667,0"
São João da Boa Vista,SP,1,1,0,0,0,"91211,0",1,0,0,0,0,0,0,0,0,0,0,"133,85446930743004",,,"133,8106149477585",,,"12209,0","12205,0"
São João das Duas Pontes,SP,0,1,0,0,0,"2568,0",1,0,0,0,0,0,0,0,0,0,0,"258,5669781931464",,"0,3894080996884735","258,5669781931464",,"1,0","664,0","664,0"
São Joaquim da Barra,SP,1,0,0,0,0,"51888,0",0,0,0,0,0,0,0,0,0,0,0,"15,032377428307123","0,3469010175763182","0,23126734505087881","15,032377428307123","18,0","12,0","780,0","780,0"
São José do Rio Pardo,SP,1,0,0,0,0,"54946,0",0,0,0,0,0,0,0,0,0,0,0,"93,27339569759401","0,5823899828922943",,"93,27339569759401","32,0",,"5125,0","5125,0"
São José do Rio Preto,SP,1,0,0,0,0,"460671,0",0,0,0,0,0,0,0,0,0,0,0,"1595,3923732989488","0,2214161516570394",,"1595,3923732989488","102,0",,"734951,0","734951,0"
São José dos Campos,SP,1,1,0,0,0,"721944,0",1,0,0,0,0,0,0,0,0,0,0,"108,18844674933236",,"0,006925744933125006","108,17598040845273",,"5,0","78106,0","78097,0"
São Lourenço da Serra,SP,1,1,0,0,0,"15825,0",1,0,0,0,0,0,0,0,0,0,0,"96,55608214849921",,,"96,55608214849921",,,"1528,0","1528,0"
São Luís do Paraitinga,SP,1,1,0,0,0,"10687,0",1,0,0,0,0,0,0,0,0,0,0,"114,90596051277254",,,"114,81238888369047",,,"1228,0","1227,0"
São Manuel,SP,1,1,0,0,0,"40954,0",1,0,0,0,0,0,0,0,0,0,0,"145,5535478829907",,"0,024417639302632223","145,52913024368806",,"1,0","5961,0","5960,0"
São Miguel Arcanjo,SP,1,1,0,0,0,"32931,0",1,0,0,0,0,0,0,0,0,0,0,"114,29959612523155",,"0,030366523944004128","114,29959612523155",,"1,0","3764,0","3764,0"
São Paulo,SP,0,1,0,0,0,"12252023,0",1,0,0,0,0,0,0,0,0,0,0,"153,9107460049659","0,005275700184369553",,"23,179437387605297","64,638",,"1885718,0","283995,0"
São Pedro,SP,0,0,0,1,0,"35653,0",0,0,0,0,0,0,0,0,0,0,0,"1795,276694808291","11,948503632232912",,"1795,276694808291","426,0",,"64007,0","64007,0"
São Pedro do Turvo,SP,1,0,0,0,0,"7666,0",0,0,0,0,0,0,0,0,0,0,0,"56,352726324028175","1,1740151317505871","1,1740151317505871","56,352726324028175","9,0","9,0","432,0","432,0"
São Roque,SP,1,1,0,0,0,"91016,0",1,0,0,0,0,0,0,0,0,0,0,"95,06020919398787",,"0,06592247516920102","95,049222114793",,"6,0","8652,0","8651,0"
São Sebastião,SP,0,1,0,0,0,"88980,0",1,0,0,0,0,0,0,0,0,0,0,"111,83412002697236",,,"111,82288154641492",,,"9951,0","9950,0"
São Sebastião da Grama,SP,1,0,1,0,0,"12182,0",0,0,0,0,0,0,0,0,0,0,0,"383,3524872763093","0,16417665407978985",,"383,3524872763093","2,0",,"4670,0","4670,0"
São Vicente,SP,1,1,0,0,0,"365798,0",1,0,0,0,0,0,0,0,0,0,0,"83,53517515131303",,"0,03280499073259012","83,53517515131303",,"12,0","30557,0","30557,0"
Sarapuí,SP,1,1,0,0,0,"10285,0",1,0,0,0,0,0,0,0,0,0,0,"146,81575109382598",,,"146,52406417112297",,,"1510,0","1507,0"
Sarutaiá,SP,1,1,0,0,0,"3638,0",1,0,0,0,0,0,0,0,0,0,0,"294,6673996701484",,,"294,6673996701484",,,"1072,0","1072,0"
Sebastianópolis do Sul,SP,1,1,0,0,0,"3513,0",1,0,0,0,0,0,0,0,0,0,0,"70,59493310560774",,,"70,59493310560774",,,"248,0","248,0"
Serra Azul,SP,1,1,0,0,0,"14662,0",1,0,0,0,0,0,0,0,0,0,0,"172,89592142954578",,,"172,89592142954578",,,"2535,0","2535,0"
Serrana,SP,1,0,0,0,0,"45107,0",0,0,0,0,0,0,0,0,0,0,0,"71,5188329970958","18,57804775312036","3,458443257144124","71,5188329970958","838,0","156,0","3226,0","3226,0"
Serra Negra,SP,1,1,0,0,0,"29229,0",1,0,0,0,0,0,0,0,0,0,0,"153,4434978959253",,,"153,37507270176877",,,"4485,0","4483,0"
Sertãozinho,SP,1,0,0,0,0,"125815,0",0,0,0,0,0,0,0,0,0,0,0,"54,18272860946628","0,031196598179867262",,"49,4853554822557","3,925",,"6817,0","6226,0"
Sete Barras,SP,1,1,0,0,0,"12832,0",1,0,0,0,0,0,0,0,0,0,0,"101,85473815461346",,,"101,85473815461346",,,"1307,0","1307,0"
Severínia,SP,1,0,0,0,0,"17496,0",0,0,0,0,0,0,0,0,0,0,0,"86,87700045724738","1,828989483310471","2,0004572473708278","86,87700045724738","32,0","35,0","1520,0","1520,0"
Silveiras,SP,0,1,0,0,0,"6302,0",1,0,0,0,0,0,0,0,0,0,0,"100,92034274833387",,,"100,92034274833387",,,"636,0","636,0"
Socorro,SP,1,1,0,0,0,"41005,0",1,0,0,0,0,0,0,0,0,0,0,"156,3955615168882","4,706743080112182",,"21,729057432020486","193,0",,"6413,0","891,0"
Sorocaba,SP,1,0,0,0,0,"679378,0",0,0,0,0,0,0,0,0,0,0,0,"96,68549761693784","0,017854566971553392",,"96,68549761693784","12,13",,"65686,0","65686,0"
Sud Mennucci,SP,0,1,0,1,0,"7718,0",1,0,0,0,0,0,0,0,0,0,0,"129,43767815496244",,,"129,43767815496244",,,"999,0","999,0"
Sumaré,SP,1,0,1,0,0,"282441,0",0,0,0,0,0,0,0,0,0,0,1,"762,853126847731","0,01082703998357179",,"656,0343576180512","3,058",,"215461,0","185291,0"
Suzano,SP,1,1,0,0,0,"297637,0",1,0,0,0,0,0,0,0,0,0,0,"173,99718448983157","0,01127547986305466",,"28,53811858068721","3,356",,"51788,0","8494,0"
Taboão da Serra,SP,1,1,0,0,0,"289664,0",1,0,0,0,0,0,0,0,0,0,0,"150,44327220503757","0,0055478071144498455",,"22,56062196199735","1,607",,"43578,0","6535,0"
Taciba,SP,1,1,0,0,0,"6285,0",1,0,0,0,0,0,0,0,0,0,0,"274,4630071599045",,"0,31821797931583135","274,4630071599045",,"2,0","1725,0","1725,0"
Taguaí,SP,0,1,0,0,0,"13859,0",1,0,0,0,0,0,0,0,0,0,0,"66,16639007143372",,,"66,16639007143372",,,"917,0","917,0"
Tapiraí,SP,1,1,0,0,0,"7807,0",1,0,0,0,0,0,0,0,0,0,0,"78,6473677468938",,,"78,6473677468938",,,"614,0","614,0"
Taquaritinga,SP,0,0,0,0,0,"57177,0",0,0,0,0,0,0,0,0,0,0,0,"115,34358220962974",,,"115,34358220962974",,,"6595,0","6595,0"
Taquarituba,SP,0,1,0,0,0,"23218,0",1,0,0,0,0,0,0,0,0,0,0,"153,2001033680765",,"0,21535015935911792","153,2001033680765",,"5,0","3557,0","3557,0"
Taquarivaí,SP,0,1,0,0,0,"5852,0",1,0,0,0,0,0,0,0,0,0,0,"151,74299384825702",,,"151,57211209842788",,,"888,0","887,0"
Tarabai,SP,1,1,0,0,0,"7468,0",1,0,0,0,0,0,0,0,0,0,0,"305,8382431708623",,,"305,8382431708623",,,"2284,0","2284,0"
Tarumã,SP,1,1,0,0,0,"15000,0",1,0,0,0,0,0,0,0,0,0,0,"286,93333333333334",,"0,06666666666666667","286,93333333333334",,"1,0","4304,0","4304,0"
Tatuí,SP,1,1,0,0,0,"121766,0",1,0,0,0,0,0,0,0,0,0,0,"138,69224578289507",,"0,11497462345810817","138,5854836325411",,"14,0","16888,0","16875,0"
Taubaté,SP,1,1,0,0,0,"314924,0",1,0,0,0,0,0,0,0,0,0,0,"203,8460072906479",,"0,03175369295449061","203,83013044417066",,"10,0","64196,0","64191,0"
Teodoro Sampaio,SP,1,1,0,0,0,"23148,0",1,0,0,0,0,0,0,0,0,0,0,"256,9984447900466",,"0,08640055296353898","256,9984447900466",,"2,0","5949,0","5949,0"
Terra Roxa,SP,0,1,0,0,0,"9370,0",1,0,0,0,0,0,0,0,0,0,0,"199,1462113127001",,,"199,1462113127001",,,"1866,0","1866,0"
Tietê,SP,1,0,0,0,0,"42076,0",0,0,0,0,0,0,0,0,0,0,0,"376,0576100389771","2,1389865956840004","0,23766517729822226","376,0576100389771","90,0","10,0","15823,0","15823,0"
Timburi,SP,1,1,0,0,0,"2658,0",1,0,0,0,0,0,0,0,0,0,0,"246,80210684725355",,,"246,80210684725355",,,"656,0","656,0"
Torre de Pedra,SP,1,1,0,0,0,"2412,0",1,0,0,0,0,0,0,0,0,0,0,"257,04809286898836",,"0,41459369817578773","257,04809286898836",,"1,0","620,0","620,0"
Torrinha,SP,1,1,0,0,0,"10010,0",1,0,0,0,0,0,0,0,0,0,0,"103,99600399600399",,,"103,99600399600399",,,"1041,0","1041,0"
